word_id	label	original	suggested_translation	reviews					
https://words.hk/zidin/v/21	"屌:diu2,𨳒:diu2"	C. 唔好屌佢啦。 Stop giving him attention.	Ignore him.	"C. Score: 2 (confusing contextually; ""Stop giving him attention"" would be more appropriate if the speaker means to ignore someone, while in Cantonese it typically means to stop scolding or bothering someone)"	"C. Score: 3 (""Stop giving him attention"" is better than the original translation but still not completely idiomatic; a native speaker might say ""Ignore him."" or ""Don't give him the satisfaction."")"	"C. Score: 1 (Suggested replacement: ""Ignore him."")"	"C. Score: 1 (Suggested replacement: ""Ignore him"")"	"C. Score: 3 (Similar comment as for B, but with a slightly better sentence structure. Suggested replacement: ""Stop giving him attention."")"	"C. Score: 4 (No obvious flaws or problems, but could be clearer if it says ""Stop paying attention to him."")"
https://words.hk/zidin/v/99133	閪:hai1	G. 佢成日閪口閪面。 She always puts up a bitch face.	She often has an unfriendly demeanor.	"G. Score: 4 (minor issue with repetition, but still understandable)"	"G. Score: 2 (same issue as F, suggested replacement: ""She often has a dismissive attitude."")"	"G. Score: 3 (""Puts up a bitch face"" can be replaced with ""has an unfriendly demeanor"")"	"G. Score: 3 (Suggested replacement: ""She always has a scowling face."")"	"G. Score: 1 (""put up a bitch face"" is not appropriate or polite)"	G. Score: 1 (the use of profanity is unnecessary and rude)
https://words.hk/zidin/v/79829	"老闆:lou5 baan2,老板:lou5 baan2"	"F. 老闆，今日啲橙靚唔靚呀？ Hi shopkeeper, are the oranges you sell good today?"	"Shopkeeper, are your oranges good today?"	"F. Score: 3 (This is a repetition of Sentence C, so it receives the same score for consistency.)"	F. Score: 4 (already rated above in C; no change)	F. Score: 2 (The sentence is repeated from C with different wording but the same meaning. It's better to avoid repetition)	F. Score: 2 (Suggest	"F. Score: 1 (Suggested replacement: ""Shopkeeper, are the oranges you sell good today?"")"	
https://words.hk/zidin/v/117206	腎石:san6 sek6	"J. 飲多啲水先唔會生腎石。 Only when you drink more water, you won't have kidney stones."	Drinking more water can prevent kidney stones.	"J. Score: 4 (""you won't have kidney stones"" might be better as ""you can avoid kidney stones"")"	"J. Score: 3 (""Only when"" can sound slightly awkward here; a better phrasing might be ""Drinking more water prevents kidney stones."")"	"J. Score: 2 (""Only when you drink more water, you won't have kidney stones."" is not correct. It should be ""Drinking more water can prevent kidney stones."")"	"J. Score: 1 (""Only when you drink more water, you won't get kidney stones."" is clearer; suggested replacement: Drink more water to avoid getting kidney stones.)"	"J. Score: 2 (""If you drink more water, you won't have kidney stones."")"	
https://words.hk/zidin/v/98365	逐漸:zuk6 zim6:zuk6 zim2	"G. 逐漸變黑又得，立即變黑晒亦得，得咗。 (Your hair) can turn black gradually or right away. OK. (from an advertisement about a hair dyeing product, which is well known in Hong Kong)"	It's fine if it turns black gradually or all at once.	"G. Score: 2 (contains colloquialism; suggested replacement: ""It's acceptable for your hair to turn black gradually or instantly."")"	"G. Score: 2 (the translation is direct but not idiomatic; a more natural version could be ""It's fine if it turns black gradually, or even all at once."")"	"G. Score: 2 (""OK"" is unnecessary and should be removed. The sentence can simply end after ""derived"". Additionally, the phrase ""derived plurally"" might not be understood by all English speakers)"	"G. Score: 3 (""can turn"" can be better written as ""will turn"", and ""OK."" is unnecessary)"	"G. Score: 3 (""(Your hair) can turn black gradually"" is an awkward phrasing; a better alternative: ""It can either turn black gradually or instantly, it's up to you."")"	"G. Score: 2 (minor grammatical errors, suggested replacement: ""(Your hair) can gradually turn black or immediately become all black. That's okay."")"
https://words.hk/zidin/v/90913	屎:si2	B. 好屎呀你，咁都贏唔到佢。 You can't even beat him? What a loser you are.	You can't even beat him? You're such a loser.	"B. Score: 2 (""What a loser you are"" could be rephrased to sound more native-like, e.g., ""You're so bad at it."")"	"B. Score: 3 (The language is informal and harsh, but the meaning is clear)"	"B. Score: 2 (""What a loser you are"" is not grammatically correct and sounds harsh in English. Suggested replacement: ""You really can't beat him?"")"	"B. Score: 2 (Suggested replacement: ""You can't even beat him? You're such a loser."")"	"B. Score: 2 (minor grammatical error, should be ""You can't even beat him? What a loser you are."")"	"B. Score: 3 (""What a loser you are"" can be better written as ""You're such a loser."")"
https://words.hk/zidin/v/90411	"撚:lan2,𨶙:lan2,𡳞:lan2"	A. 咁撚仆街都有嘅！ What a fucking jerk move.	C. Skipped due to inappropriate content.	"A. Score: 3 (""What a damn jerk move."" would sound more natural)"	"A. Score: 4 (""What a damn jerk move"" sounds more fluent)"	"A. Score: 1 (This is not appropriate language for a polite conversation. Suggested replacement: ""What an inconsiderate move."")"	"A. Score: 1 (This sentence is inappropriate and unprofessional. Suggested replacement: ""That's a terrible thing to do."")"	"A. Score: 3 (The translation is accurate, but ""What a fucking jerk move"" can be rephrased as ""What a jerk thing to do!"" or ""How rude!"")"	"A. Score: 4 (minor adjustments can be made by replacing ""move"" with ""action"", but the overall meaning is clear and fluent)"
https://words.hk/zidin/v/111677	爆門:baau3 mun4	"F. 疑犯唔開門，結果差佬揾人爆門入屋。 The suspect did not open the door. As a result, the cops found someone to break into the house."	"The suspect didn't open the door, so the police had to force entry."	"F. Score: 3 (""found someone to break into the house"" could be more fluent as ""called in a team to forcibly enter"")"	"F. Score: 4 (""found someone to break into the house"" could be ""had to force entry."")"	"F. Score: 3 (consider changing ""The suspect did not open the door. As a result, the cops found someone to break into the house."" to ""The suspect didn't open the door, so the police had to force entry"")"	F. Score: 4 (no obvious flaws or problems)	"F. Score: 1 (""As a result"" can be replaced with ""so"", and ""found someone"" sounds unnatural - suggest replacing it with ""asked for assistance"")"	"F. Score: 1 (awkward phrasing - ""The suspect didn't open the door, so the police found someone to break into the house."")"
https://words.hk/zidin/v/85906	退燒:teoi3 siu1	A. 點解個燒咁耐都未退嘅？ Why am I/are you/is he still having fever?	Why do I still have a fever?	"A. Score: 3 (""am I/are you/is he"" is unclear; it should be specific)"	"A. Score: 3 (""am I/are you/is he"" can be unclear; it should be specific)"	"A. Score: 2 (""Why am I still having fever?"" is better written as ""Why do I still have a fever?"")"	"A. Score: 1 (Suggested replacement: ""Why do I still have a fever?"")"	"A. Score: 3 (Suggested replacement: ""Why is the fever still not going down?"")"	"A. Score: 3 (Suggested replacement: ""Why am I/are you/is he still having a fever?"")"
https://words.hk/zidin/v/91691	"餐屎:caan1 si2,餐士:caan1 si2"	F. 揀呢科係咪會大啲餐屎入到大學呢？ Will the chance of entering university be higher if (I) opt for this programme?	Will opting for this program increase my chances of entering university?	"F. Score: 3 (""Will the chance be higher if I choose this?"" would sound more natural)"	"F. Score: 2 ( Awkward phrasing; could be ""Will choosing this program increase my chances of getting into university?"")"	"F. Score: 2 (""Will the chance of entering university be higher if (I) opt for this programme?"" can be simplified to ""Does choosing this program increase my chances of getting into university?"")"	"F. Score: 2 (""will the chance...be higher if (I) opt for this programme?"" should be ""will choosing this program increase my chances of entering university?"")"	"F. Score: 3 (""Will the chance of entering university be higher if (I) opt for this programme?"" can be better written as ""Is there a greater chance of getting into university by choosing this program?"")"	"F. Score: 3 (Suggested replacement: ""Will opting for this program increase my chances of entering university?"")"
https://words.hk/zidin/v/91384	out:au1	I. 乜你咁out㗎？呢款係呢排最hit嘅遊戲嚟㗎！ How come you are so out? This is the hottest game these days!	Why are you so out of touch? This is the most popular game these days!	"I. Score: 3 (""out"" might need more context or a better alternative; ""Why are you so out of touch?"" could work)"	I. Score: 5 (The sentence captures the colloquial tone and is easily understood.)	"I. Score: 1 (Suggested replacement: ""Why are you so out of it? This is the most popular game these days!"")"	"I. Score: 2 (Suggested replacement: ""How come you are so out of touch? This is the most popular game these days!"")"	"I. Score: 3 (Suggested replacement: ""How come you're so outdated? This is the hottest game these days!"")"	"I. Score: 2 (A suggested replacement would be ""How are you so out of touch? This is the hottest game these days!"")"
https://words.hk/zidin/v/102027	ac:ei1 si1	G. 你ac同密碼係咩？ What's your account name and password?		"G. Score: 5 (No problems, simple and clear)"	"G. Score: 3 (""What are your account name and password?"" is more typical)"	"G. Score: 1 (""ac same password"" is not correct English. Suggested replacement: ""What's your account name and password?"")"	"G. Score: 2 (""What's your account name and password?"" can be better written as ""What's your account username and password?"")"	"G. Score: 3 (minor awkwardness in the phrasing, could improve it to ""What is your account name and password?"")"	"G. Score: 2 (revise to ""What are your account name and password?"")"
https://words.hk/zidin/v/81888	內分泌:noi6 fan1 bei3	"G. 佢之前內分泌失調，連#M 都停埋。 She suffered from some endocrine derangement earlier, causing her menstruation cycle to stop."	"She had an endocrine disorder earlier, causing her periods to stop."	"G. Score: 5 (no obvious flaws or problems, but ""#M"" may need clarification for non-medical contexts)"	"G. Score: 4 (""menstruation cycle"" is more commonly used than ""#M""; consider ""causing her periods to stop"")"	"G. Score: 2 (""She suffered from some endocrine derangement earlier, causing her menstruation cycle to stop."" is correct, but it's more natural to say ""She had an endocrine disorder that caused her menstruation to stop."")"	"G. Score: 3 (""causing her menstruation cycle to stop"" can be better written as ""caused her menstrual cycle to halt"")"	"G. Score: 1 (Suggested replacement: ""She had an endocrine disorder earlier, which caused her menstruation to stop."")"	"G. Score: 2 (Minor grammatical error, Suggested replacement: ""She had some endocrine issues earlier, which caused her menstruation to stop."")"
https://words.hk/zidin/v/106377	畫公仔畫出腸:waak6 gung1 zai2 waak6 ceot1 coeng2	H. 唔駛下下畫公仔畫出腸呀？咁簡單都唔明？ Is it really necessary to say all things clear? Can't you understand such a simple thing?	Do you really need everything spelled out? Can't you understand such a simple thing?	"H. Score: 2 (""Is it necessary to explain everything in detail?"" would be clearer for non-native speakers, but still captures the intended tone.)"	"H. Score: 3 (""Do you really need everything spelled out?"" might sound less formal and more like a native speaker)"	"H. Score: 2 (Suggested replacement: ""Is it really necessary to explain everything in detail? Can't you understand such a simple thing?"")"	"H. Score: 1 (""Is it really necessary to say all things clear? Can't you understand such a simple thing?"" is very informal and not polite.)"	H. Score: 4 (no obvious flaws or problems)	H. Score: 5 (Excellent writing and style)
https://words.hk/zidin/v/85892	退:teoi3	F. 啲貨退番俾你！ I return all these goods to you!	"Here, take all these goods back!"	"F. Score: 3 (""I return all these goods to you!"" can be more natural as ""Here, take back all the items!"")"	"F. Score: 3 (""番"" is redundant; suggested replacement: ""I return all these goods to you!"")"	"F. Score: 2 (""I return all these goods to you!"" could be better written as ""Here, take back all these goods!"")"	"F. Score: 3 (""I return all these goods to you!"" is not incorrect, but could be more naturally expressed as ""Here, take all these goods back!"")"	"F. Score: 3 (""all these goods"" sounds a bit awkward, but overall the meaning is clear)"	"F. Score: 2 (minor grammatical error; suggested replacement: ""Here, take all these goods back!"")"
https://words.hk/zidin/v/81133	門路:mun4 lou6	E. 你有乜門路可以買到呢場球賽嘅飛啊？ What method will you use to buy the tickets to the football match?	How do you plan on buying tickets for the football game?	"E. Score: 3 (""What's your way of getting tickets to the football match?"" is a more natural phrasing)"	"E. Score: 3 (""What途径 do you have to buy tickets for the football match?"" sounds better)"	"E. Score: 3 (""What method will you use to buy the tickets to the football match?"" can be better written as ""How will you get the football match tickets?"")"	"E. Score: 3 (""What method will you use"" can be better written as ""How will you buy"")"	"E. Score: 2 (minor grammatical error - ""What method will you use to buy the tickets to the football match?"" should be ""How do you plan on buying tickets for the football game?"")"	E. Score: 2 (consider rephrasing as a question)
https://words.hk/zidin/v/95870	一筆還一筆:jat1 bat1 waan4 jat1 bat1	"A. 嗱，你一筆還一筆，貪污還貪污，外遇還外遇，唔好將兩樣嘢撈埋嚟講。 Hey one thing after another, corruption is one thing, and affair is another, don't mix them up."	"Corruption is one issue, and affairs are another; don't mix them together."	"A. Score: 4 (The translation captures the meaning well but ""one thing after another"" could be more direct like ""separate issues"")."	"A. Score: 4 (The sentence is clear and mostly fluent but ""one thing after another"" could be rephrased for better clarity, like ""corruption is one issue, and affairs are another, don't mix them together."")"	"A. Score: 2 (Suggested replacement: ""One thing after another, with corruption and affairs, don't mix them up."")"	"A. Score: 2 (Suggested replacement: ""One thing after another, corruption and affairs. Don't mix them up."")"	"A. Score: 2 (Suggested replacement: ""Hey, one thing at a time. Corruption is different from having an affair. Don't mix them up."")"	"A. Score: 3 (Suggested replacement: ""Hey, let's not mix things up. One issue is corruption and another is an affair."")"
https://words.hk/zidin/v/106130	"𨀤:leoi1,摞:leoi1,擂:leoi1"	"D. 妖，成身臭汗咪𨀤埋嚟啦。 Shit, you are all sweaty and gross. Don't crowd in next to me."	I. Skipped due to inappropriate content.	"D. Score: 4 (A bit informal but understandable, could be softened for a more polite tone)."	"D. Score: 4 (The sentence is direct and mostly fluent, but a more polite way of expressing this could be ""Excuse me, you're quite sweaty. Could you please give me some space?"" )"	"D. Score: 2 (Suggested replacement: ""Shit, you're all sweaty and gross. Don't crowd in next to me."")"	"D. Score: 2 (Suggested replacement: ""Shoot, you're all sweaty and gross. Don't crowd in next to me."")"	"D. Score: 3 (Suggested replacement: ""Ugh, you're all sweaty and smelly. Don't crowd next to me."")"	"D. Score: 2 (minor grammatical errors - ""and gross"" should be separated with a comma, and ""don't crowd in next to me"" can be better written as ""so don't crowd around me"")"
https://words.hk/zidin/v/110577	"蝦蟆:haa1 mou1:haa1 maa4,蛤蟆:haa1 mou1:haa1 maa4,癩蛤蟆:laai3 haa1 mou1:laai3 haa1 maa4"	B. #癩蛤蟆想食天鵝肉 an unattractive man dreaming of having a beautiful girlfriend	"A man who aspires to something unattainable (or colloquially, ""to aim too high"")."	"B. Score: 3 (""癩蛤蟆想食天鵝肉"" is a literal translation, but in English it's often rendered as ""a frog dreaming of eating swan meat"" or more colloquially ""to aim too high"")"	"B. Score: 2 (The translation doesn't convey the idiomatic meaning in English; ""an unattractive man aspiring to something unattainable"")"	"B. Score: 2 (""unattractive man"" could be better written as ""a man who is not attractive"")"	"B. Score: 2 (""unattractive man"" can be better written as ""a man who is not attractive"")"	B. Score: 5 (excellent)	B. Score: N/A (This is a Cantonese idiom and does not need to be translated into English.)
https://words.hk/zidin/v/111884	憐香惜玉:lin4 hoeng1 sik1 juk6:lin4 hoeng1 sik1 juk2	J. 落大雨都唔遮埋個女仔，一啲都唔憐香惜玉嘅。 You didn't cover the girl with your umbrella in such heavy rain and didn't treat her tenderly at all.	You didn't offer your umbrella to the girl in such heavy rain and showed no concern for her at all.	J. Score: 5 (A well-constructed sentence that conveys the intended meaning effectively.)	J. Score: 5 (no obvious flaws or problems; captures the sentiment effectively)	"J. Score: 2 (""treat her tenderly at all"" is not correct. Perhaps ""show any concern for her"" would be better?)"	"J. Score: 1 (Suggested replacement: ""You didn't offer her your umbrella in such heavy rain and didn't treat her kindly at all."")"	J. Score: 5 (well written and clear)	"J. Score: 1 (Suggested replacement: ""You didn't cover the girl with your umbrella in such heavy rain, you are not treating her tenderly at all."")"
https://words.hk/zidin/v/100034	拍:paak3	"B. 今次一定啱，拍定手先！ We must be right, let's high-five!"	"We've got this, high-five!"	"B. Score: 3 (""We must be right, let's high-five!"" can be more natural as ""This time we're definitely right, let's celebrate with a high-five!"")"	"B. Score: 4 (""must be right"" can sound a bit uncertain, ""we're definitely right"" might be more confident)"	"B. Score: 3 (""let's high-five"" can be better written as ""let's definitely high-five"")"	"B. Score: 3 (Suggested replacement: ""We've got this, high-five!"")"	"B. Score: 1 (""we must be right, let's high-five!"" can be better written as ""We must be correct, let's give a high five!"")"	"B. Score: 3 (Suggested replacement: ""We must be right, let's high-five!"")"
https://words.hk/zidin/v/13545	話:waa2:waa6	F. 佢呢啲先叫#人話。 What he said is fair and reasonable.	What he said makes sense.	"F. Score: 2 (#人話 is an informal Cantonese expression that doesn't translate well; ""What he said makes sense"" could be better)"	"F. Score: 2 (""#人話"" is unclear and needs proper translation, such as ""what he said makes sense"")"	"F. Score: 3 (Suggested replacement: ""What he said is quite fair."")"	F. Score: 4 (No obvious flaws or problems.)	"F. Score: 3 (Suggested replacement: ""What he said is fair and reasonable."")"	"F. Score: 3 (Suggested replacement: ""What he said is fair and reasonable."")"
https://words.hk/zidin/v/64306	"唧:zek1,啫:zek1"	"I. 你制唔制唧？ (So / After all,) do you agree to do so?"	"So, do you agree to do that?"	"I. Score: 3 (better to say ""After all, do you agree?"" or simply ""Do you agree?"")"	"I. Score: 4 (including ""So"" makes it clearer: ""So, do you agree to do that?"")"	I. Score: 5 (excellent writing and style)	"I. Score: 2 (""do you agree to do so?"" can be better written as ""will you do it?"")"	"I. Score: 2 (""You agree to do this, right?"" or ""So you agree, then?"" would be a clearer translation than the given one.)"	"I. Score: 2 (Replace ""so"" with a more suitable conjunction or rephrase as needed to make it clearer what the person is agreeing to do. After all, are you willing to do so?)"
https://words.hk/zidin/v/8583	姑娘:gu1 noeng4	"F. 呢位姑娘今年貴庚呀？ May I know your age, my lady?"	"May I ask your age, miss?"	"F. Score: 4 (slightly formal but well-written; ""my lady"" may be too old-fashioned; suggested replacement: ""May I ask your age, miss?"")"	"F. Score: 4 (Slightly formal, but no obvious flaws; an alternative could be ""Excuse me, miss, how old are you?"")"	"F. Score: 1 (Suggested replacement: ""How old are you, my dear lady?"")"	"F. Score: 2 (A more natural way to ask could be ""How old are you, my lady?"")"	"F. Score: 3 (""May I know your age, my lady?"" can be better written as ""How old are you, miss?"")"	F. Score: 4 (no obvious flaws or problems)
https://words.hk/zidin/v/79033	"撈絞:laau2 gaau6:laau2 gaau4,撈攪:laau2 gaau6:laau2 gaau4,now攪:naau2 gaau6:naau2 gaau4,摎攪:laau2 gaau6,澩嫪:laau2 gaau6"	E. 你份功課做得好撈絞！ Your homework was messy and disorderly!	Your homework was a mess!	"E. Score: 4 (Fluent, but ""disorderly!"" could be softened to ""disorganized!"")"	"E. Score: 4 (could be ""Your homework was disorganized!"" for a simpler, stronger statement)"	"E. Score: 3 (""Your homework was messy"" would be more natural as ""Your homework is a mess"")"	"E. Score: 3 (""Your homework was messy and disorderly!"" can be better written as ""Your homework was untidy."")"	"E. Score: 2 (Minor grammatical error - Suggested replacement: ""Your homework was messy and disorganized!"")"	"E. Score: 2 (Suggested replacement: ""Your homework was messy and disorganized!"")"
https://words.hk/zidin/v/11922	咩:me1	E. 我認得佢，佢個名好似叫陳咩文。 I know him - his name is... Chan something-Man.	I recognize him - his name is something like Chan Man.	"E. Score: 4 (minor awkwardness with ""something-Man,"" but overall clear)"	"E. Score: 4 (slightly awkward, but no major issues)"	"E. Score: 2 (Suggested replacement: ""I know him - his name is something like Chan Man."" or ""I recognize him - I think his name might be Chan..."")"	"E. Score: 2 (Suggested replacement: ""I know him - isn't his name something like Chan Man...?"")"	"E. Score: 3 (awkward phrasing, but still understandable)"	"E. Score: 3 (no ambiguity or mistakes, but might contain awkward phrases that sound unnatural to the native speaker, suggested replacement: ""I recognize him - his name is... Chan something-Man."")"
https://words.hk/zidin/v/100501	睇場:tai2 coeng4	"A. 佢啱啱出返嚟，而家響屯門啲屋村球場嗰度做睇場。 He had just been out from jail, and is now a 'watchman' at some public court in Tuen Mun."	He has just been released from jail and is now working as a security guard at a public court in Tuen Mun.	"A. Score: 4 (""watchman"" might be more commonly translated as ""security guard"")"	"A. Score: 4 (The translation is fluent, but ""watchman"" might not be the most common term in English for a security guard. A slight adjustment could be: ""He recently got out of jail and now works as a security guard at a public court in Tuen Mun."")"	"A. Score: 2 (Suggested replacement: ""He had just gotten out of jail, and is now working as a 'watchman' at some public court in Tuen Mun."")"	"A. Score: 2 (suggested replacement: ""He had just gotten out of jail, and is now a 'watchman' at a public court in Tuen Mun."")"	"A. Score: 3 (Suggested replacement: ""He has just been released and is now a watchman at some public court in Tuen Mun."")"	"A. Score: 3 (Suggested replacement: ""He had just been released from jail and is now a 'watchman' at some public court in Tuen Mun."")"
